image_key,excluded_split,other_splits,reason
coco:000000117527,val,cal|train,validation_image_seen_in_cal_test_or_shift
coco:000000120792,train,cal|val,train_image_seen_later
coco:000000120792,val,cal|train,validation_image_seen_in_cal_test_or_shift
coco:000000121959,train,cal,train_image_seen_later
coco:000000122962,train,cal|val,train_image_seen_later
coco:000000122962,val,cal|train,validation_image_seen_in_cal_test_or_shift
coco:000000123570,train,test|val,train_image_seen_later
coco:000000123570,val,test|train,validation_image_seen_in_cal_test_or_shift
coco:000000124629,train,cal|test|val,train_image_seen_later
coco:000000124629,val,cal|test|train,validation_image_seen_in_cal_test_or_shift
coco:000000124930,train,cal|val,train_image_seen_later
coco:000000124930,val,cal|train,validation_image_seen_in_cal_test_or_shift
coco:000000125524,train,val,train_image_seen_later
coco:000000125572,train,cal|val,train_image_seen_later
coco:000000125572,val,cal|train,validation_image_seen_in_cal_test_or_shift
coco:000000131018,train,test,train_image_seen_later
coco:000000133667,train,test,train_image_seen_later
coco:000000134075,train,cal|test,train_image_seen_later
coco:000000139008,train,test,train_image_seen_later
coco:000000140583,train,test,train_image_seen_later
coco:000000140983,train,test|val,train_image_seen_later
coco:000000140983,val,test|train,validation_image_seen_in_cal_test_or_shift
coco:000000142056,train,cal|test,train_image_seen_later
coco:000000142774,train,test,train_image_seen_later
coco:000000147165,train,cal,train_image_seen_later
coco:000000148766,train,test,train_image_seen_later
coco:000000149592,train,test,train_image_seen_later
coco:000000153300,train,test|val,train_image_seen_later
coco:000000153300,val,test|train,validation_image_seen_in_cal_test_or_shift
coco:000000153865,train,cal|test|val,train_image_seen_later
coco:000000153865,val,cal|test|train,validation_image_seen_in_cal_test_or_shift
coco:000000154846,train,cal|test,train_image_seen_later
coco:000000155131,train,test|val,train_image_seen_later
coco:000000155131,val,test|train,validation_image_seen_in_cal_test_or_shift
coco:000000156282,train,cal|val,train_image_seen_later
coco:000000156282,val,cal|train,validation_image_seen_in_cal_test_or_shift
coco:000000156704,train,cal|test,train_image_seen_later
coco:000000157084,train,cal|test|val,train_image_seen_later
coco:000000157084,val,cal|test|train,validation_image_seen_in_cal_test_or_shift
coco:000000159969,train,shift|test|val,train_image_seen_later
coco:000000159969,val,shift|test|train,validation_image_seen_in_cal_test_or_shift
coco:000000163575,train,cal|test|val,train_image_seen_later
coco:000000163575,val,cal|test|train,validation_image_seen_in_cal_test_or_shift
coco:000000163814,train,cal|test|val,train_image_seen_later
coco:000000163814,val,cal|test|train,validation_image_seen_in_cal_test_or_shift
coco:000000167110,train,cal|test,train_image_seen_later
coco:000000167724,train,val,train_image_seen_later
coco:000000170077,train,val,train_image_seen_later
coco:000000170365,train,cal|test|val,train_image_seen_later
coco:000000170365,val,cal|test|train,validation_image_seen_in_cal_test_or_shift
coco:000000170517,train,cal|test|val,train_image_seen_later
coco:000000170517,val,cal|test|train,validation_image_seen_in_cal_test_or_shift
coco:000000172342,train,cal,train_image_seen_later
coco:000000175437,train,val,train_image_seen_later
coco:000000175506,train,cal|test,train_image_seen_later
coco:000000178078,train,test|val,train_image_seen_later
coco:000000178078,val,test|train,validation_image_seen_in_cal_test_or_shift
coco:000000183757,train,cal,train_image_seen_later
coco:000000183965,train,val,train_image_seen_later
coco:000000184338,train,val,train_image_seen_later
coco:000000188958,train,val,train_image_seen_later
coco:000000189694,train,cal,train_image_seen_later
coco:000000190185,train,val,train_image_seen_later
coco:000000190788,train,val,train_image_seen_later
coco:000000191964,train,test,train_image_seen_later
coco:000000192660,train,test,train_image_seen_later
coco:000000196053,train,cal|test,train_image_seen_later
coco:000000196307,train,val,train_image_seen_later
coco:000000196462,train,test|val,train_image_seen_later
coco:000000196462,val,test|train,validation_image_seen_in_cal_test_or_shift
coco:000000197219,train,val,train_image_seen_later
coco:000000198397,train,test|val,train_image_seen_later
coco:000000198397,val,test|train,validation_image_seen_in_cal_test_or_shift
coco:000000199122,train,cal|test,train_image_seen_later
coco:000000199764,train,test,train_image_seen_later
coco:000000199940,train,cal|val,train_image_seen_later
coco:000000199940,val,cal|train,validation_image_seen_in_cal_test_or_shift
coco:000000199959,train,cal|test,train_image_seen_later
coco:000000200739,train,cal|test,train_image_seen_later
coco:000000203479,train,cal,train_image_seen_later
coco:000000204100,train,test,train_image_seen_later
coco:000000204360,train,cal|test|val,train_image_seen_later
coco:000000204360,val,cal|test|train,validation_image_seen_in_cal_test_or_shift
coco:000000205206,train,test,train_image_seen_later
coco:000000205729,train,test|val,train_image_seen_later
coco:000000205729,val,test|train,validation_image_seen_in_cal_test_or_shift
coco:000000207205,train,cal|val,train_image_seen_later
coco:000000207205,val,cal|train,validation_image_seen_in_cal_test_or_shift
coco:000000208028,train,cal|val,train_image_seen_later
coco:000000208028,val,cal|train,validation_image_seen_in_cal_test_or_shift
coco:000000209290,train,test,train_image_seen_later
coco:000000209755,train,cal,train_image_seen_later
coco:000000210789,train,cal,train_image_seen_later
coco:000000211674,train,test,train_image_seen_later
coco:000000212241,train,cal|test,train_image_seen_later
coco:000000214244,train,cal|test,train_image_seen_later
coco:000000214421,train,test,train_image_seen_later
coco:000000217397,train,test|val,train_image_seen_later
coco:000000217397,val,test|train,validation_image_seen_in_cal_test_or_shift
coco:000000218142,train,cal,train_image_seen_later
coco:000000218224,train,cal|val,train_image_seen_later
coco:000000218224,val,cal|train,validation_image_seen_in_cal_test_or_shift
coco:000000222118,train,cal|val,train_image_seen_later
coco:000000222118,val,cal|train,validation_image_seen_in_cal_test_or_shift
coco:000000224155,train,cal|test,train_image_seen_later
coco:000000226097,train,cal|test,train_image_seen_later
coco:000000227204,train,cal,train_image_seen_later
coco:000000227227,train,val,train_image_seen_later
coco:000000230175,train,val,train_image_seen_later
coco:000000231589,train,val,train_image_seen_later
coco:000000233426,train,test,train_image_seen_later
coco:000000235203,train,cal|test,train_image_seen_later
coco:000000236023,train,cal,train_image_seen_later
coco:000000236370,train,cal,train_image_seen_later
coco:000000236865,train,cal|test|val,train_image_seen_later
coco:000000236865,val,cal|test|train,validation_image_seen_in_cal_test_or_shift
coco:000000237767,train,test|val,train_image_seen_later
coco:000000237767,val,test|train,validation_image_seen_in_cal_test_or_shift
coco:000000238029,train,cal,train_image_seen_later
coco:000000238691,train,cal|val,train_image_seen_later
coco:000000238691,val,cal|train,validation_image_seen_in_cal_test_or_shift
coco:000000239130,train,cal,train_image_seen_later
coco:000000239347,train,test,train_image_seen_later
coco:000000239444,train,cal,train_image_seen_later
coco:000000240434,train,cal,train_image_seen_later
coco:000000243158,train,test|val,train_image_seen_later
coco:000000243158,val,test|train,validation_image_seen_in_cal_test_or_shift
coco:000000244455,train,cal|test,train_image_seen_later
coco:000000245448,train,cal|test|val,train_image_seen_later
coco:000000245448,val,cal|test|train,validation_image_seen_in_cal_test_or_shift
coco:000000245642,train,cal|test,train_image_seen_later
coco:000000246199,train,test,train_image_seen_later
coco:000000246928,train,cal,train_image_seen_later
coco:000000246999,train,cal|val,train_image_seen_later
coco:000000246999,val,cal|train,validation_image_seen_in_cal_test_or_shift
coco:000000249644,train,test,train_image_seen_later
coco:000000249715,train,cal|test,train_image_seen_later
coco:000000249720,train,cal|test,train_image_seen_later
coco:000000252135,train,test,train_image_seen_later
coco:000000252911,train,test,train_image_seen_later
coco:000000256906,train,cal|test,train_image_seen_later
coco:000000257327,train,cal|val,train_image_seen_later
coco:000000257327,val,cal|train,validation_image_seen_in_cal_test_or_shift
coco:000000259755,train,cal|test,train_image_seen_later
coco:000000262371,train,val,train_image_seen_later
coco:000000262736,train,cal,train_image_seen_later
coco:000000263594,train,cal,train_image_seen_later
coco:000000264155,train,test|val,train_image_seen_later
coco:000000264155,val,test|train,validation_image_seen_in_cal_test_or_shift
coco:000000265719,train,cal,train_image_seen_later
coco:000000267684,train,cal|test|val,train_image_seen_later
coco:000000267684,val,cal|test|train,validation_image_seen_in_cal_test_or_shift
coco:000000270609,train,cal|test|val,train_image_seen_later
coco:000000270609,val,cal|test|train,validation_image_seen_in_cal_test_or_shift
coco:000000273450,train,cal|test,train_image_seen_later
coco:000000275863,train,test,train_image_seen_later
coco:000000276693,train,val,train_image_seen_later
coco:000000277289,train,test,train_image_seen_later
coco:000000278226,train,cal,train_image_seen_later
coco:000000278771,train,val,train_image_seen_later
coco:000000279499,train,cal|test,train_image_seen_later
coco:000000280810,train,cal|test|val,train_image_seen_later
coco:000000280810,val,cal|test|train,validation_image_seen_in_cal_test_or_shift
coco:000000281028,train,val,train_image_seen_later
coco:000000281766,train,cal,train_image_seen_later
coco:000000283168,train,cal,train_image_seen_later
coco:000000283412,train,test,train_image_seen_later
coco:000000286342,train,cal,train_image_seen_later
coco:000000288042,train,cal,train_image_seen_later
coco:000000288106,train,cal,train_image_seen_later
coco:000000288576,train,cal|test,train_image_seen_later
coco:000000288639,train,cal|test,train_image_seen_later
coco:000000291936,train,val,train_image_seen_later
coco:000000293564,train,test,train_image_seen_later
coco:000000295377,train,cal|test,train_image_seen_later
coco:000000295443,train,cal|test,train_image_seen_later
coco:000000297078,train,cal|test|val,train_image_seen_later
coco:000000297078,val,cal|test|train,validation_image_seen_in_cal_test_or_shift
coco:000000298633,train,test,train_image_seen_later
coco:000000299074,train,cal,train_image_seen_later
coco:000000299986,train,cal|test,train_image_seen_later
coco:000000300368,train,test,train_image_seen_later
coco:000000300876,train,test,train_image_seen_later
coco:000000301575,train,val,train_image_seen_later
coco:000000302405,train,cal,train_image_seen_later
coco:000000303099,train,cal|val,train_image_seen_later
coco:000000303099,val,cal|train,validation_image_seen_in_cal_test_or_shift
coco:000000303652,train,test|val,train_image_seen_later
coco:000000303652,val,test|train,validation_image_seen_in_cal_test_or_shift
coco:000000303971,train,test,train_image_seen_later
coco:000000304387,train,cal,train_image_seen_later
coco:000000304819,train,cal|test,train_image_seen_later
coco:000000307166,train,cal|val,train_image_seen_later
coco:000000307166,val,cal|train,validation_image_seen_in_cal_test_or_shift
coco:000000307262,train,test,train_image_seen_later
coco:000000308907,train,test|val,train_image_seen_later
coco:000000308907,val,test|train,validation_image_seen_in_cal_test_or_shift
coco:000000309371,train,val,train_image_seen_later
coco:000000310196,train,cal,train_image_seen_later
coco:000000311327,train,cal|test,train_image_seen_later
coco:000000311759,train,test|val,train_image_seen_later
coco:000000311759,val,test|train,validation_image_seen_in_cal_test_or_shift
coco:000000312406,train,cal|test,train_image_seen_later
coco:000000313034,train,cal|test|val,train_image_seen_later
coco:000000313034,val,cal|test|train,validation_image_seen_in_cal_test_or_shift
coco:000000313162,train,cal|test|val,train_image_seen_later
coco:000000313162,val,cal|test|train,validation_image_seen_in_cal_test_or_shift
coco:000000314992,train,cal|test|val,train_image_seen_later
coco:000000314992,val,cal|test|train,validation_image_seen_in_cal_test_or_shift
coco:000000316237,train,test,train_image_seen_later
coco:000000318204,train,val,train_image_seen_later
coco:000000318209,train,cal,train_image_seen_later
coco:000000318550,train,cal,train_image_seen_later
coco:000000323752,train,cal,train_image_seen_later
coco:000000325347,train,cal,train_image_seen_later
coco:000000327038,train,cal|val,train_image_seen_later
coco:000000327038,val,cal|train,validation_image_seen_in_cal_test_or_shift
coco:000000327532,train,cal,train_image_seen_later
coco:000000327771,train,test|val,train_image_seen_later
coco:000000327771,val,test|train,validation_image_seen_in_cal_test_or_shift
coco:000000328301,train,val,train_image_seen_later
coco:000000329717,train,cal|test,train_image_seen_later
coco:000000332420,train,test,train_image_seen_later
coco:000000332625,train,cal|test|val,train_image_seen_later
coco:000000332625,val,cal|test|train,validation_image_seen_in_cal_test_or_shift
coco:000000332908,train,cal|test,train_image_seen_later
coco:000000333237,train,test|val,train_image_seen_later
coco:000000333237,val,test|train,validation_image_seen_in_cal_test_or_shift
coco:000000333756,train,shift|test,train_image_seen_later
coco:000000336872,train,cal|test|val,train_image_seen_later
coco:000000336872,val,cal|test|train,validation_image_seen_in_cal_test_or_shift
coco:000000337502,train,cal|val,train_image_seen_later
coco:000000337502,val,cal|train,validation_image_seen_in_cal_test_or_shift
coco:000000338291,train,cal|test|val,train_image_seen_later
coco:000000338291,val,cal|test|train,validation_image_seen_in_cal_test_or_shift
coco:000000343401,train,test|val,train_image_seen_later
coco:000000343401,val,test|train,validation_image_seen_in_cal_test_or_shift
coco:000000343967,train,cal|test|val,train_image_seen_later
coco:000000343967,val,cal|test|train,validation_image_seen_in_cal_test_or_shift
coco:000000348524,train,cal|test,train_image_seen_later
coco:000000353096,train,test,train_image_seen_later
coco:000000354088,train,cal|test|val,train_image_seen_later
coco:000000354088,val,cal|test|train,validation_image_seen_in_cal_test_or_shift
coco:000000354229,train,test|val,train_image_seen_later
coco:000000354229,val,test|train,validation_image_seen_in_cal_test_or_shift
coco:000000354398,train,cal|val,train_image_seen_later
coco:000000354398,val,cal|train,validation_image_seen_in_cal_test_or_shift
coco:000000354976,train,cal|val,train_image_seen_later
coco:000000354976,val,cal|train,validation_image_seen_in_cal_test_or_shift
coco:000000355342,train,cal|test,train_image_seen_later
coco:000000355776,train,cal,train_image_seen_later
coco:000000356424,train,cal|test,train_image_seen_later
coco:000000357859,train,cal,train_image_seen_later
coco:000000358255,train,test,train_image_seen_later
coco:000000360600,train,test,train_image_seen_later
coco:000000363908,train,test,train_image_seen_later
coco:000000364725,train,cal,train_image_seen_later
coco:000000365317,train,cal|test|val,train_image_seen_later
coco:000000365317,val,cal|test|train,validation_image_seen_in_cal_test_or_shift
coco:000000365822,train,val,train_image_seen_later
coco:000000366141,train,cal,train_image_seen_later
coco:000000367528,train,cal,train_image_seen_later
coco:000000368541,train,cal|val,train_image_seen_later
coco:000000368541,val,cal|train,validation_image_seen_in_cal_test_or_shift
coco:000000369541,train,cal|test|val,train_image_seen_later
coco:000000369541,val,cal|test|train,validation_image_seen_in_cal_test_or_shift
coco:000000370900,train,cal|val,train_image_seen_later
coco:000000370900,val,cal|train,validation_image_seen_in_cal_test_or_shift
coco:000000372009,train,test|val,train_image_seen_later
coco:000000372009,val,test|train,validation_image_seen_in_cal_test_or_shift
coco:000000372817,train,test|val,train_image_seen_later
coco:000000372817,val,test|train,validation_image_seen_in_cal_test_or_shift
coco:000000372819,train,test,train_image_seen_later
coco:000000372902,train,cal,train_image_seen_later
coco:000000374061,train,val,train_image_seen_later
coco:000000375909,train,test|val,train_image_seen_later
coco:000000375909,val,test|train,validation_image_seen_in_cal_test_or_shift
coco:000000376959,train,test|val,train_image_seen_later
coco:000000376959,val,test|train,validation_image_seen_in_cal_test_or_shift
coco:000000377352,train,test,train_image_seen_later
coco:000000377401,train,cal|val,train_image_seen_later
coco:000000377401,val,cal|train,validation_image_seen_in_cal_test_or_shift
coco:000000377879,train,test|val,train_image_seen_later
coco:000000377879,val,test|train,validation_image_seen_in_cal_test_or_shift
coco:000000377951,train,cal|test,train_image_seen_later
coco:000000378751,train,cal|test,train_image_seen_later
coco:000000378873,train,cal,train_image_seen_later
coco:000000379162,train,val,train_image_seen_later
coco:000000379404,train,test,train_image_seen_later
coco:000000381195,train,test,train_image_seen_later
coco:000000381895,train,cal|val,train_image_seen_later
coco:000000381895,val,cal|train,validation_image_seen_in_cal_test_or_shift
coco:000000382617,train,cal|test,train_image_seen_later
coco:000000382670,train,cal,train_image_seen_later
coco:000000384040,train,test,train_image_seen_later
coco:000000384970,train,cal,train_image_seen_later
coco:000000387098,train,test|val,train_image_seen_later
coco:000000387098,val,test|train,validation_image_seen_in_cal_test_or_shift
coco:000000388237,train,cal,train_image_seen_later
coco:000000388983,train,test,train_image_seen_later
coco:000000390157,train,test|val,train_image_seen_later
coco:000000390157,val,test|train,validation_image_seen_in_cal_test_or_shift
coco:000000390184,train,test|val,train_image_seen_later
coco:000000390184,val,test|train,validation_image_seen_in_cal_test_or_shift
coco:000000392364,train,cal|test|val,train_image_seen_later
coco:000000392364,val,cal|test|train,validation_image_seen_in_cal_test_or_shift
coco:000000394535,train,test,train_image_seen_later
coco:000000396068,train,cal|test,train_image_seen_later
coco:000000396338,train,cal|test,train_image_seen_later
coco:000000397665,train,val,train_image_seen_later
coco:000000397705,train,cal|val,train_image_seen_later
coco:000000397705,val,cal|train,validation_image_seen_in_cal_test_or_shift
coco:000000401398,train,test,train_image_seen_later
coco:000000403231,train,shift,train_image_seen_later
coco:000000405205,train,cal|test|val,train_image_seen_later
coco:000000405205,val,cal|test|train,validation_image_seen_in_cal_test_or_shift
coco:000000405740,train,cal|test|val,train_image_seen_later
coco:000000405740,val,cal|test|train,validation_image_seen_in_cal_test_or_shift
coco:000000405762,train,test|val,train_image_seen_later
coco:000000405762,val,test|train,validation_image_seen_in_cal_test_or_shift
coco:000000406403,train,val,train_image_seen_later
coco:000000407386,train,val,train_image_seen_later
coco:000000408757,train,test|val,train_image_seen_later
coco:000000408757,val,test|train,validation_image_seen_in_cal_test_or_shift
coco:000000410597,train,test|val,train_image_seen_later
coco:000000410597,val,test|train,validation_image_seen_in_cal_test_or_shift
coco:000000414516,train,cal,train_image_seen_later
coco:000000415727,train,val,train_image_seen_later
coco:000000418471,train,test,train_image_seen_later
coco:000000419453,train,cal|val,train_image_seen_later
coco:000000419453,val,cal|train,validation_image_seen_in_cal_test_or_shift
coco:000000421455,train,val,train_image_seen_later
coco:000000424642,train,test,train_image_seen_later
coco:000000424792,train,cal|val,train_image_seen_later
coco:000000424792,val,cal|train,validation_image_seen_in_cal_test_or_shift
coco:000000427113,train,cal,train_image_seen_later
coco:000000429033,train,cal|test,train_image_seen_later
coco:000000429706,train,test,train_image_seen_later
coco:000000429913,train,cal|test|val,train_image_seen_later
coco:000000429913,val,cal|test|train,validation_image_seen_in_cal_test_or_shift
coco:000000431615,train,test,train_image_seen_later
coco:000000433574,train,test,train_image_seen_later
coco:000000434179,train,cal|val,train_image_seen_later
coco:000000434179,val,cal|train,validation_image_seen_in_cal_test_or_shift
coco:000000436127,train,cal|val,train_image_seen_later
coco:000000436127,val,cal|train,validation_image_seen_in_cal_test_or_shift
coco:000000437347,train,cal|val,train_image_seen_later
coco:000000437347,val,cal|train,validation_image_seen_in_cal_test_or_shift
coco:000000439364,train,test,train_image_seen_later
coco:000000441156,train,test|val,train_image_seen_later
coco:000000441156,val,test|train,validation_image_seen_in_cal_test_or_shift
coco:000000441165,train,val,train_image_seen_later
coco:000000443240,train,test|val,train_image_seen_later
coco:000000443240,val,test|train,validation_image_seen_in_cal_test_or_shift
coco:000000445200,train,val,train_image_seen_later
coco:000000446651,train,val,train_image_seen_later
coco:000000447787,train,cal|val,train_image_seen_later
coco:000000447787,val,cal|train,validation_image_seen_in_cal_test_or_shift
coco:000000449432,train,cal|test,train_image_seen_later
coco:000000452297,train,cal,train_image_seen_later
coco:000000454607,train,test,train_image_seen_later
coco:000000454642,train,test,train_image_seen_later
coco:000000455157,train,test|val,train_image_seen_later
coco:000000455157,val,test|train,validation_image_seen_in_cal_test_or_shift
coco:000000456178,train,cal|val,train_image_seen_later
coco:000000456178,val,cal|train,validation_image_seen_in_cal_test_or_shift
coco:000000456552,train,test|val,train_image_seen_later
coco:000000456552,val,test|train,validation_image_seen_in_cal_test_or_shift
coco:000000458325,train,test,train_image_seen_later
coco:000000458338,train,val,train_image_seen_later
coco:000000459680,train,cal|test|val,train_image_seen_later
coco:000000459680,val,cal|test|train,validation_image_seen_in_cal_test_or_shift
coco:000000460931,train,cal|val,train_image_seen_later
coco:000000460931,val,cal|train,validation_image_seen_in_cal_test_or_shift
coco:000000461300,train,test,train_image_seen_later
coco:000000461331,train,cal,train_image_seen_later
coco:000000462805,train,test|val,train_image_seen_later
coco:000000462805,val,test|train,validation_image_seen_in_cal_test_or_shift
coco:000000463522,train,cal|val,train_image_seen_later
coco:000000463522,val,cal|train,validation_image_seen_in_cal_test_or_shift
coco:000000463542,train,val,train_image_seen_later
coco:000000463640,train,cal|val,train_image_seen_later
coco:000000463640,val,cal|train,validation_image_seen_in_cal_test_or_shift
coco:000000465275,train,cal|test,train_image_seen_later
coco:000000465346,train,test,train_image_seen_later
coco:000000465418,train,cal|test,train_image_seen_later
coco:000000467176,train,cal|val,train_image_seen_later
coco:000000467176,val,cal|train,validation_image_seen_in_cal_test_or_shift
coco:000000467887,train,cal,train_image_seen_later
coco:000000468169,train,cal|val,train_image_seen_later
coco:000000468169,val,cal|train,validation_image_seen_in_cal_test_or_shift
coco:000000468934,train,val,train_image_seen_later
coco:000000468997,train,cal|test,train_image_seen_later
coco:000000470699,train,cal,train_image_seen_later
coco:000000472143,train,test|val,train_image_seen_later
coco:000000472143,val,test|train,validation_image_seen_in_cal_test_or_shift
coco:000000472375,train,test|val,train_image_seen_later
coco:000000472375,val,test|train,validation_image_seen_in_cal_test_or_shift
coco:000000473199,train,cal|test|val,train_image_seen_later
coco:000000473199,val,cal|test|train,validation_image_seen_in_cal_test_or_shift
coco:000000474741,train,test|val,train_image_seen_later
coco:000000474741,val,test|train,validation_image_seen_in_cal_test_or_shift
coco:000000477598,train,test,train_image_seen_later
coco:000000477673,train,test,train_image_seen_later
coco:000000478736,train,test|val,train_image_seen_later
coco:000000478736,val,test|train,validation_image_seen_in_cal_test_or_shift
coco:000000482275,train,val,train_image_seen_later
coco:000000482476,train,cal|val,train_image_seen_later
coco:000000482476,val,cal|train,validation_image_seen_in_cal_test_or_shift
coco:000000482829,train,cal|test|val,train_image_seen_later
coco:000000482829,val,cal|test|train,validation_image_seen_in_cal_test_or_shift
coco:000000485485,train,cal,train_image_seen_later
coco:000000485564,train,test,train_image_seen_later
coco:000000495311,train,test|val,train_image_seen_later
coco:000000495311,val,test|train,validation_image_seen_in_cal_test_or_shift
coco:000000498100,train,cal|val,train_image_seen_later
coco:000000498100,val,cal|train,validation_image_seen_in_cal_test_or_shift
coco:000000498374,train,cal|test,train_image_seen_later
coco:000000499105,train,test,train_image_seen_later
coco:000000500257,train,cal|val,train_image_seen_later
coco:000000500257,val,cal|train,validation_image_seen_in_cal_test_or_shift
coco:000000500680,train,cal,train_image_seen_later
coco:000000501294,train,test,train_image_seen_later
coco:000000501652,train,cal,train_image_seen_later
coco:000000501898,train,cal,train_image_seen_later
coco:000000505335,train,cal|val,train_image_seen_later
